q,p,v,l,timeOnRoad
0.30000000000000004,0.7999999999999999,12,80,40.913095315338694
0.30000000000000004,0.8999999999999999,3,5,14.77184832396419
0.30000000000000004,0.8999999999999999,3,10,19.407329911830505
0.30000000000000004,0.8999999999999999,3,20,28.62992460443878
0.30000000000000004,0.8999999999999999,3,40,47.65751263902932
0.30000000000000004,0.8999999999999999,3,80,78.25666227998026
0.30000000000000004,0.8999999999999999,6,5,14.741253294213868
0.30000000000000004,0.8999999999999999,6,10,19.34783635552523
0.30000000000000004,0.8999999999999999,6,20,28.537884962255326
0.30000000000000004,0.8999999999999999,6,40,46.94144871673068
0.30000000000000004,0.8999999999999999,6,80,79.18732123212321
0.30000000000000004,0.8999999999999999,12,5,14.794989382075903
0.30000000000000004,0.8999999999999999,12,10,19.22294776119403
0.30000000000000004,0.8999999999999999,12,20,28.675947780400314
0.30000000000000004,0.8999999999999999,12,40,46.92773275780158
0.30000000000000004,0.8999999999999999,12,80,79.5432572755841
0.4,0.0,3,5,3.3994606853524805
0.4,0.0,3,10,5.400275035322311
0.4,0.0,3,20,8.401056683217707
0.4,0.0,3,40,15.398389681885227
0.4,0.0,3,80,28.400208455513038
0.4,0.0,6,5,3.4001362101693933
0.4,0.0,6,10,4.400178183285015
0.4,0.0,6,20,6.399325087631157
0.4,0.0,6,40,10.39851131332148
0.4,0.0,6,80,16.400361168842085
0.4,0.0,12,5,3.4002671248156635
0.4,0.0,12,10,4.399706494817256
0.4,0.0,12,20,6.401834894267693
0.4,0.0,12,40,9.398480921547174
0.4,0.0,12,80,13.40008116059653
0.4,0.1,3,5,3.618220703512751
0.4,0.1,3,10,5.546206855044988
0.4,0.1,3,20,8.73912964767718
0.4,0.1,3,40,15.748708619344656
0.4,0.1,3,80,29.586565989013145
0.4,0.1,6,5,3.6207345255875873
0.4,0.1,6,10,4.819141078400338
0.4,0.1,6,20,6.928609268333795
0.4,0.1,6,40,10.63293973021263
0.4,0.1,6,80,17.166050981728482
